Panel_i,Panel_j,CP_X,CP_Y,CP_Z,r/R,Twist_deg,Cl_alpha0,Cd_alpha0,Cm_alpha0,Cl_alpha5,Cd_alpha5,Cm_alpha5
0,0,0.4933885222097627,0.5107692307692308,-0.00027719244171500344,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
1,0,0.496647207806573,0.5107692307692308,0.0007767908573843795,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
2,0,0.49990668986981135,0.5107692307692308,0.001828427244495118,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
3,0,0.5031661719330497,0.5107692307692308,0.0028800636316058566,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
4,0,0.506425653996288,0.5107692307692308,0.003931700018716595,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
5,0,0.5096851360595264,0.5107692307692308,0.004983336405827333,0.08974358974358974,18.363213351259233,-0.02271931378015903,0.07678326309305626,-0.0038442600255114245,0.17330887865925,0.09980849100132118,0.013108866678905422
0,1,0.4922064159816277,0.5195076923076923,0.0014547550494595505,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
1,1,0.4965308767540772,0.5195076923076923,0.00300372215966411,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
2,1,0.5008589142340863,0.5195076923076923,0.004542692535325598,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
3,1,0.5051869517140954,0.5195076923076923,0.006081662910987086,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
4,1,0.5095149891941045,0.5195076923076923,0.007620633286648575,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
5,1,0.5138430266741136,0.5195076923076923,0.009159603662310061,0.16256410256410256,19.781883642453312,-0.00039696147006675585,0.04943619159110142,-0.007886989769745471,0.5749197314122889,0.06329772211465687,-0.04569548298178787
0,2,0.4916391271643308,0.5282461538461538,0.0025014920887122686,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
1,2,0.4964997974604255,0.5282461538461538,0.004224394637707534,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
2,2,0.5013716435476454,0.5282461538461538,0.005914489667477299,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
3,2,0.5062434896348653,0.5282461538461538,0.007604584697247065,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
4,2,0.5111153357220852,0.5282461538461538,0.00929467972701683,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
5,2,0.5159871818093051,0.5282461538461538,0.010984774756786596,0.2353846153846154,19.154269566494246,-0.004909623016530081,0.0429924288503906,-0.007845526309896694,0.8019098955814445,0.04742318500052162,-0.0767695927259287
0,3,0.4917113892561311,0.5369846153846154,0.0022809803561788067,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
1,3,0.4964166212705009,0.5369846153846154,0.0038498340525743927,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
2,3,0.5011416283314443,0.5369846153846154,0.00535582357947155,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
3,3,0.5058666353923876,0.5369846153846154,0.006861813106368705,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
4,3,0.510591642453331,0.5369846153846154,0.008367802633265862,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
5,3,0.5153166495142742,0.5369846153846154,0.009873792160163018,0.3082051282051282,17.65183778510351,-0.021929232859481854,0.046291034915595115,-0.005900550017545513,0.9475148987333527,0.04116654058407628,-0.09491951771877989
0,4,0.49205256087790566,0.545723076923077,0.001198865731956096,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
1,4,0.4963412745726746,0.545723076923077,0.00251299355108782,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
2,4,0.5006508398304096,0.545723076923077,0.003754760002454073,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
3,4,0.5049604050881445,0.545723076923077,0.004996526453820325,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
4,4,0.5092699703458795,0.545723076923077,0.006238292905186577,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
5,4,0.5135795356036146,0.545723076923077,0.007480059356552829,0.381025641025641,15.992109711995392,-0.02534141114776994,0.04898223336375618,-0.006567444224563986,1.072708655374113,0.03567934567602104,-0.11085362069299355
0,5,0.4925576412315064,0.5544615384615385,0.0002442115819291603,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
1,5,0.496422986989152,0.5544615384615385,0.001309977773949415,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
2,5,0.5003034433541648,0.5544615384615385,0.0023179962839298867,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
3,5,0.5041838997191775,0.5544615384615385,0.003326014793910358,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
4,5,0.5080643560841904,0.5544615384615385,0.004334033303890829,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
5,5,0.5119448124492032,0.5544615384615385,0.005342051813871301,0.45384615384615384,14.536806450036227,0.06089387218836864,0.047671754432865865,-0.024441668074917218,1.0634305661735675,0.03526138040165773,-0.11218961096795299
0,6,0.49304393183511896,0.5632,-0.0003938449006701286,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
1,6,0.4965255762184206,0.5632,0.0004560050858264662,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
2,6,0.5000161522663698,0.5632,0.0012678377659336142,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
3,6,0.5035067283143189,0.5632,0.0020796704460407625,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
4,6,0.5069973043622681,0.5632,0.0028915031261479104,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
5,6,0.5104878804102172,0.5632,0.0037033358062550582,0.5266666666666666,13.011139674583905,0.14712915552450717,0.04636127550197556,-0.04231589192527044,1.0541524769730222,0.034843415127294414,-0.11352560124291243
0,7,0.4933829353976443,0.5719384615384615,-0.0008762218797483275,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
1,7,0.4965242556027651,0.5719384615384615,-0.00020493083178210292,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
2,7,0.499670138686856,0.5719384615384615,0.0004446624558123398,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
3,7,0.5028160217709469,0.5719384615384615,0.0010942557434067822,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
4,7,0.5059619048550378,0.5719384615384615,0.0017438490310012248,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
5,7,0.5091077879391287,0.5719384615384615,0.002393442318595667,0.5994871794871794,11.608668428079493,0.23336443886064573,0.04505079657108525,-0.06019011577562367,1.044874387772477,0.0344254498529311,-0.11486159151787187
0,8,0.49370748958395555,0.5806769230769231,-0.001381608204852233,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
1,8,0.49653388400675896,0.5806769230769231,-0.000865391158168462,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
2,8,0.49936183547267016,0.5806769230769231,-0.00035741032758171323,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
3,8,0.5021897869385813,0.5806769230769231,0.0001505705030050353,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
4,8,0.5050177384044925,0.5806769230769231,0.0006585513335917838,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
5,8,0.5078456898704037,0.5806769230769231,0.0011665321641785326,0.6723076923076922,10.07743697531637,0.3195997221967842,0.04374031764019494,-0.07806433962597688,1.0355962985719318,0.03400748457856778,-0.11619758179283131
0,9,0.49395757263815787,0.5894153846153847,-0.0018020865441921163,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
1,9,0.49649708603321824,0.5894153846153847,-0.0014054789763408258,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
2,9,0.49903730666573604,0.5894153846153847,-0.001013671529745604,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
3,9,0.5015775272982538,0.5894153846153847,-0.0006218640831503825,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
4,9,0.5041177479307716,0.5894153846153847,-0.00023005663655516098,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
5,9,0.5066579685632894,0.5894153846153847,0.00016175081004006096,0.7451282051282052,8.68765961049729,0.3179629173341524,0.04257612760011516,-0.07995705943809112,1.0553889417246807,0.03463055095543261,-0.11835825944813183
0,10,0.4940169787516993,0.5981538461538461,-0.0021145034217498154,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
1,10,0.49631627653685073,0.5981538461538461,-0.0017963625997612243,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
2,10,0.49861691034730693,0.5981538461538461,-0.0014884144779951504,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
3,10,0.5009175441577632,0.5981538461538461,-0.0011804663562290762,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
4,10,0.5032181779682194,0.5981538461538461,-0.0008725182344630022,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
5,10,0.5055188117786757,0.5981538461538461,-0.000564570112696928,0.8179487179487179,7.432064228087701,0.1967263127606937,0.041611046542187724,-0.060097881449307264,1.1147487994295213,0.0366705311616112,-0.12164139188440591
0,11,0.49412022692114477,0.6068923076923076,-0.002421427624234967,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
1,11,0.49619178080329346,0.6068923076923076,-0.0021586747386472195,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
2,11,0.498265108825144,0.6068923076923076,-0.0019109000864615988,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
3,11,0.5003384368469945,0.6068923076923076,-0.0016631254342759786,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
4,11,0.5024117648688451,0.6068923076923076,-0.0014153507820903583,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
5,11,0.5044850928906957,0.6068923076923076,-0.0011675761299047378,0.8907692307692306,6.713853323770975,0.07548970818723492,0.04064596548426029,-0.04023870346052341,1.174108657134362,0.03871051136778979,-0.12492452432067999
0,12,0.49603142383556165,0.6156307692307692,-0.002693980547842719,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
1,12,0.49749378831974633,0.6156307692307692,-0.0025237280220080224,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
2,12,0.49895754965887856,0.6156307692307692,-0.00236651606656759,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
3,12,0.5004213109980107,0.6156307692307692,-0.0022093041111271574,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
4,12,0.501885072337143,0.6156307692307692,-0.002052092155686725,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
5,12,0.5033488336762751,0.6156307692307692,-0.0018948802002462925,0.9635897435897435,6.354971898614368,0.04116645902748167,0.0415376654697481,-0.027740718764150553,1.0785063321729076,0.05245800913052835,-0.11708284572372726
